anchor_date,sector,metric,raw_field,calculation_mode,metric_weight,normalized_weight,raw_average,raw_calibration_average,calibration_date,calibration_coefficient,metric_coefficient,company_count,symbols,baseline_source,status,source,method,comment
2026-03-20,Banks,pb,pb,company_baseline,0.35,0.636364,1.67592,1.334,2026-05-30,1.635,1.27097,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Banks,pe,pe,company_baseline,0.2,0.363636,13.45896,12.764,2026-05-30,1.265,1.06341,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-03-30,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-03-30,Banks,pb,pb,company_baseline,0.35,0.636364,1.65674,1.334,2026-05-30,1.635,1.255945,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Banks,pe,pe,company_baseline,0.2,0.363636,13.30198,12.764,2026-05-30,1.265,1.051025,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-10,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-10,Banks,pb,pb,company_baseline,0.35,0.636364,1.85134,1.334,2026-05-30,1.635,1.411303,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Banks,pe,pe,company_baseline,0.2,0.363636,14.92888,12.764,2026-05-30,1.265,1.180598,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-20,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-20,Banks,pb,pb,company_baseline,0.35,0.636364,1.93614,1.334,2026-05-30,1.635,1.478718,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-20,Banks,pe,pe,company_baseline,0.2,0.363636,15.63764,12.764,2026-05-30,1.265,1.236077,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-30,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-04-30,Banks,pb,pb,company_baseline,0.35,0.636364,1.91104,1.334,2026-05-30,1.635,1.453519,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-30,Banks,pe,pe,company_baseline,0.2,0.363636,15.39084,12.764,2026-05-30,1.265,1.214873,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-10,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-10,Banks,pb,pb,company_baseline,0.35,0.636364,1.87686,1.334,2026-05-30,1.635,1.42859,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-10,Banks,pe,pe,company_baseline,0.2,0.363636,14.53726,12.764,2026-05-30,1.265,1.149038,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-20,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-20,Banks,pb,pb,company_baseline,0.35,0.636364,1.90992,1.334,2026-05-30,1.635,1.449559,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-20,Banks,pe,pe,company_baseline,0.2,0.363636,14.7453,12.764,2026-05-30,1.265,1.163573,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-30,Banks,forward_pe,,readme_calibration,0.2,,,,2026-05-30,1.159,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-30,Banks,p_tbv,,readme_calibration,0.25,,,,2026-05-30,1.491,,0,,,missing_raw_metric,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,metric is not available in SEC-derived raw fundamentals yet
2026-05-30,Banks,pb,pb,company_baseline,0.35,0.636364,1.95864,1.334,2026-05-30,1.635,1.482811,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-05-30,Banks,pe,pe,company_baseline,0.2,0.363636,15.08396,12.764,2026-05-30,1.265,1.187628,5,"BAC,C,GS,JPM,MS",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,13.503167,7.936667,2026-05-30,1.589,1.619464,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,46.050041,45.568,2026-05-30,1.415,1.36168,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Mining,pb,pb,company_baseline,0.2,0.2,5.67386,3.2,2026-05-30,1.594,1.564809,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-02-28,Mining,pe,pe,company_baseline,0.2,0.2,42.18668,17.672,2026-05-30,1.564,3.01994,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,12.308567,7.936667,2026-05-30,1.589,1.485302,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,41.899629,45.568,2026-05-30,1.415,1.234075,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Mining,pb,pb,company_baseline,0.2,0.2,5.12444,3.2,2026-05-30,1.594,1.41309,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-10,Mining,pe,pe,company_baseline,0.2,0.2,37.67756,17.672,2026-05-30,1.564,2.687296,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,10.126433,7.936667,2026-05-30,1.589,1.255888,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,35.14934,45.568,2026-05-30,1.415,1.035676,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Mining,pb,pb,company_baseline,0.2,0.2,4.10198,3.2,2026-05-30,1.594,1.155164,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-20,Mining,pe,pe,company_baseline,0.2,0.2,31.04422,17.672,2026-05-30,1.564,2.231084,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,10.575767,7.936667,2026-05-30,1.589,1.312918,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,37.127054,45.568,2026-05-30,1.415,1.086604,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Mining,pb,pb,company_baseline,0.2,0.2,4.26056,3.2,2026-05-30,1.594,1.183013,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-03-30,Mining,pe,pe,company_baseline,0.2,0.2,30.0796,17.672,2026-05-30,1.564,2.12174,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Mining,ev_ebitda,ev_ebitda,company_baseline,0.35,0.35,12.586133,7.936667,2026-05-30,1.589,1.53592,3,"FCX,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Mining,p_fcf,fcf_yield,company_baseline,0.25,0.25,44.16578,45.568,2026-05-30,1.415,1.281742,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
2026-04-10,Mining,pb,pb,company_baseline,0.2,0.2,5.12658,3.2,2026-05-30,1.594,1.404715,5,"FCX,GOLD,NEM,SCCO,VALE",StockAnalysis financial ratios,ok,SEC EDGAR point-in-time raw fundamentals plus sector_metric_baselines.csv where available; fallback to sector README 2026-05-30 calibration coefficients,preview: company_baseline uses raw company metric / 5Y company baseline; readme_calibration fallback uses calibration_coefficient * raw_metric(date) / raw_metric(calibration_date); yield inputs are transformed or inverted as needed,
